,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
676,0,0,1,Gulf Cooperation Council,OTHER BAKERS  WARES,19059099
677,0,0,0,Other Country Groups,OTHER BAKERS  WARES,19059099
678,0,0,1,Other Arab League Countries,CUCUMBERS AND GHERKINS,20011000
679,0,0,0,Other Country Groups,CUCUMBERS AND GHERKINS,20011000
680,0,0,5,Gulf Cooperation Council,OTHER PRESERVED VEGETABLES,20019019
681,0,0,2,Other Arab League Countries,OTHER PRESERVED VEGETABLES,20019019
682,0,0,0,Other Country Groups,OTHER PRESERVED VEGETABLES,20019019
683,0,2,11,Gulf Cooperation Council,TOMATO PASTE,20029010
684,0,7,22,Other Arab League Countries,TOMATO PASTE,20029010
685,0,2,4,"Asian not Arabic ,not Islamic",TOMATO PASTE,20029010
686,0,0,0,Other Country Groups,TOMATO PASTE,20029010
687,0,1,7,Gulf Cooperation Council,"OTHER TOMATOES, NOT VINEGAR-PRESERVED",20029090
688,0,0,0,Other Country Groups,"OTHER TOMATOES, NOT VINEGAR-PRESERVED",20029090
689,0,0,1,Gulf Cooperation Council,"POTATOES, FROZEN",20041000
690,0,0,0,Other Country Groups,"POTATOES, FROZEN",20041000
691,0,2,5,Other Arab League Countries,"PEAS, FROZEN",20049020
692,0,0,0,Other Country Groups,"PEAS, FROZEN",20049020
693,0,0,1,Gulf Cooperation Council,"HARICOT BEANS, FROZEN",20049030
694,0,1,3,Other Arab League Countries,"HARICOT BEANS, FROZEN",20049030
695,0,0,0,Other Country Groups,"HARICOT BEANS, FROZEN",20049030
696,0,0,2,Other Arab League Countries,"MIXED VEGETABLES, FROZEN",20049080
697,0,0,0,Other Country Groups,"MIXED VEGETABLES, FROZEN",20049080
698,0,0,1,Gulf Cooperation Council,OTHER FROZEN VEGETABLES,20049090
699,0,0,0,Other Country Groups,OTHER FROZEN VEGETABLES,20049090
700,0,0,1,Gulf Cooperation Council,OTHER HOMOGENIZED VEGETABLES,20051090
701,0,0,1,Gulf Cooperation Council,"PEAS, NOT FROZEN",20054000
702,0,7,16,Other Arab League Countries,"PEAS, NOT FROZEN",20054000
703,0,1,2,Gulf Cooperation Council,"BEANS SHELLED, NOT FROZEN",20055100
704,0,3,9,Other Arab League Countries,"BEANS SHELLED, NOT FROZEN",20055100
705,0,1,2,Other Arab League Countries,"OTHER BEANS, NOT FROZEN",20055900
706,0,0,0,Other Country Groups,"OTHER BEANS, NOT FROZEN",20055900
707,0,1,3,Gulf Cooperation Council,Cooked beans,20059911
708,0,2,6,Other Arab League Countries,Cooked beans,20059911
709,0,0,0,Other Country Groups,Cooked beans,20059911
710,0,0,1,Gulf Cooperation Council,Cooked chick peas with sesame oil,20059912
711,0,0,1,Other Arab League Countries,Cooked chick peas with sesame oil,20059912
712,0,0,1,Other Arab League Countries,Other Vegetables Prepared From The Latest Materials And Designed ,20059919
713,0,0,0,Other Country Groups,Other Vegetables Prepared From The Latest Materials And Designed ,20059919
714,0,0,5,"Asian not Arabic ,not Islamic",Grape leaves,20059997
715,0,0,1,Other Country Groups,Grape leaves,20059997
716,0,0,5,Gulf Cooperation Council,OTHER JAMS AND JELLIES,20079919
717,0,0,2,Other Arab League Countries,OTHER JAMS AND JELLIES,20079919
718,0,0,0,Other Country Groups,OTHER JAMS AND JELLIES,20079919
719,0,0,2,Gulf Cooperation Council,OTHER FRUIT AND NUT PASTES,20079990
720,0,0,0,Other Country Groups,OTHER FRUIT AND NUT PASTES,20079990
721,0,0,4,Gulf Cooperation Council,"OTHER ROASTED NUTS, WHETHER OR NOT SALTED",20081919
722,0,0,0,Other Country Groups,"OTHER ROASTED NUTS, WHETHER OR NOT SALTED",20081919
723,0,0,2,Gulf Cooperation Council,MIXED NUTS,20081920
724,0,0,0,Other Country Groups,MIXED NUTS,20081920
725,0,5,13,Gulf Cooperation Council,FROZEN ORANGE JUICE,20091100
726,0,4,8,Other Arab League Countries,FROZEN ORANGE JUICE,20091100
727,0,0,0,Other Country Groups,FROZEN ORANGE JUICE,20091100
728,25,1,3,Other Arab League Countries,"ORANGE JUICE NOT FROZEN, BRIX VALUE DOES NOT EXCEED 20",20091200
729,0,0,0,Other Country Groups,"ORANGE JUICE NOT FROZEN, BRIX VALUE DOES NOT EXCEED 20",20091200
730,0,110,326,Gulf Cooperation Council,OTHER ORANGE JUICE,20091900
731,0,45,110,Other Arab League Countries,OTHER ORANGE JUICE,20091900
732,0,19,37,Islamic not Arabic countries,OTHER ORANGE JUICE,20091900
733,0,3,7,"African not Arabic,not Islamic",OTHER ORANGE JUICE,20091900
734,0,0,2,North America,OTHER ORANGE JUICE,20091900
735,0,1,6,European Union,OTHER ORANGE JUICE,20091900
736,0,0,0,Other Country Groups,OTHER ORANGE JUICE,20091900
737,0,1,2,Other Arab League Countries,"GRAPFUIT JUICE, BRIX VALUE DOES NOT EXCEED 20",20092100
738,0,0,0,Other Country Groups,"GRAPFUIT JUICE, BRIX VALUE DOES NOT EXCEED 20",20092100
739,0,1,2,Gulf Cooperation Council,LEMON JUICE,20093110
740,8,2,5,Other Arab League Countries,LEMON JUICE,20093110
741,0,3,9,Gulf Cooperation Council,OTHER LEMON JUICE,20093190
742,0,0,0,Other Country Groups,OTHER LEMON JUICE,20093190
743,0,3,6,Other Arab League Countries,OTHER CITRUS JUICE,20093900
744,0,2,3,Islamic not Arabic countries,OTHER CITRUS JUICE,20093900
745,0,0,0,Other Country Groups,OTHER CITRUS JUICE,20093900
746,0,0,1,Gulf Cooperation Council,"PINEAPPLE JUICE , BRIX VALUE DOES NOT EXCEED 20",20094100
747,0,0,1,Other Country Groups,"PINEAPPLE JUICE , BRIX VALUE DOES NOT EXCEED 20",20094100
748,0,0,1,Other Country Groups,OTHER PINEAPPLE JUICE,20094900
749,0,0,2,Gulf Cooperation Council,TOMATO JUICE,20095000
750,0,0,0,Other Country Groups,TOMATO JUICE,20095000
751,0,1,2,Gulf Cooperation Council,OTHER APPLE JUICE,20097900
752,0,0,1,Other Arab League Countries,OTHER APPLE JUICE,20097900
753,0,3,6,Gulf Cooperation Council,Cranberries Juice,20098100
754,4,1,1,Other Arab League Countries,Cranberries Juice,20098100
755,0,0,0,Other Country Groups,Cranberries Juice,20098100
756,0,0,1,Gulf Cooperation Council,DATE MOLASSES,20098910
757,0,5,11,Other Arab League Countries,DATE MOLASSES,20098910
758,0,24,57,Gulf Cooperation Council,UNCONCENTRATED MANGO JUICE,20098921
759,0,8,14,Other Arab League Countries,UNCONCENTRATED MANGO JUICE,20098921
760,0,0,0,Other Country Groups,UNCONCENTRATED MANGO JUICE,20098921
761,0,1,2,Gulf Cooperation Council,OTHER MANGO JUICE,20098929
762,0,60,108,Other Arab League Countries,OTHER MANGO JUICE,20098929
763,0,0,0,Other Country Groups,OTHER MANGO JUICE,20098929
764,0,5,11,Other Arab League Countries,CONCENTRATED GUAVA JUICE,20098931
765,0,0,0,Other Country Groups,CONCENTRATED GUAVA JUICE,20098931
766,0,5,6,Other Arab League Countries,OTHER GUAVA JUICE,20098939
767,0,0,0,Other Country Groups,OTHER GUAVA JUICE,20098939
768,15,24,64,Gulf Cooperation Council,OTHER SINGLE FRUIT JUICE,20098990
769,0,22,46,Other Arab League Countries,OTHER SINGLE FRUIT JUICE,20098990
770,0,2,3,Islamic not Arabic countries,OTHER SINGLE FRUIT JUICE,20098990
771,0,0,1,"African not Arabic,not Islamic",OTHER SINGLE FRUIT JUICE,20098990
772,0,0,0,Other Country Groups,OTHER SINGLE FRUIT JUICE,20098990
773,0,5,18,Gulf Cooperation Council,MIXURES OF JUICES NOT CONCENTRATED,20099010
774,0,15,34,Other Arab League Countries,MIXURES OF JUICES NOT CONCENTRATED,20099010
775,0,6,12,Islamic not Arabic countries,MIXURES OF JUICES NOT CONCENTRATED,20099010
776,0,1,3,"African not Arabic,not Islamic",MIXURES OF JUICES NOT CONCENTRATED,20099010
777,0,0,1,Other Country Groups,MIXURES OF JUICES NOT CONCENTRATED,20099010
778,0,81,245,Gulf Cooperation Council,OTHER MIXURES OF JUICES.,20099090
779,200,23,50,Other Arab League Countries,OTHER MIXURES OF JUICES.,20099090
780,0,0,1,Other Country Groups,OTHER MIXURES OF JUICES.,20099090
781,0,0,1,Gulf Cooperation Council,"EXTRACT AND ESSENCE THE BASIC OF TEA,COFFEE,MATE",21011100
782,0,0,1,Islamic not Arabic countries,"EXTRACT AND ESSENCE THE BASIC OF TEA,COFFEE,MATE",21011100
783,0,0,1,Other Country Groups,"EXTRACT AND ESSENCE THE BASIC OF TEA,COFFEE,MATE",21011100
784,0,0,1,Gulf Cooperation Council,"INSTANT COFFEE (NESCAFE, ETC)",21011210
785,0,0,0,Other Country Groups,"INSTANT COFFEE (NESCAFE, ETC)",21011210
786,0,0,1,Gulf Cooperation Council,OTHER PREPARATIONS WITH A BASIS OF COFFEE,21011290
787,0,1,4,Other Arab League Countries,OTHER PREPARATIONS WITH A BASIS OF COFFEE,21011290
788,0,0,0,Other Country Groups,OTHER PREPARATIONS WITH A BASIS OF COFFEE,21011290
789,0,0,1,Gulf Cooperation Council,BAKING POWDER,21023010
790,0,0,1,Other Arab League Countries,BAKING POWDER,21023010
791,0,0,0,Other Country Groups,BAKING POWDER,21023010
792,0,2,19,Gulf Cooperation Council,OTHER PREPARED BAKING POWDERS,21023090
793,0,0,1,Other Arab League Countries,OTHER PREPARED BAKING POWDERS,21023090
794,0,0,0,Other Country Groups,OTHER PREPARED BAKING POWDERS,21023090
795,0,3,19,Gulf Cooperation Council,TOMATO KETCHUP AND OTHER TOMATO SAUCES,21032000
796,0,7,28,Other Arab League Countries,TOMATO KETCHUP AND OTHER TOMATO SAUCES,21032000
797,0,0,0,Other Country Groups,TOMATO KETCHUP AND OTHER TOMATO SAUCES,21032000
798,0,3,28,Gulf Cooperation Council,MAYONNAISE,21039010
799,0,2,15,Other Arab League Countries,MAYONNAISE,21039010
800,0,0,0,Other Country Groups,MAYONNAISE,21039010
801,0,0,4,Gulf Cooperation Council,CHILI SAUCE,21039020
802,0,12,36,Other Arab League Countries,CHILI SAUCE,21039020
803,0,0,1,Islamic not Arabic countries,CHILI SAUCE,21039020
804,0,0,0,Other Country Groups,CHILI SAUCE,21039020
805,0,1,17,Gulf Cooperation Council,OTHER SAUCES,21039090
806,0,1,3,Other Arab League Countries,OTHER SAUCES,21039090
807,0,0,0,Other Country Groups,OTHER SAUCES,21039090
808,0,0,3,Gulf Cooperation Council,SOUPS AND BROTHS AND PREPARATIONS THEREOF,21041000
809,0,0,1,Other Arab League Countries,SOUPS AND BROTHS AND PREPARATIONS THEREOF,21041000
810,0,0,1,Gulf Cooperation Council,HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
811,0,4,6,Other Arab League Countries,HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
812,0,4,5,Islamic not Arabic countries,HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
813,0,2,2,"Asian not Arabic ,not Islamic",HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
814,0,0,1,"African not Arabic,not Islamic",HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
815,0,0,0,Other Country Groups,HOMOGENIZED COMPOSITE FOOD PREPARATIONS,21042000
816,0,1,7,Gulf Cooperation Council,ICE CREAM AND OTHER EDIBLE ICE,21050000
817,0,2,4,Other Arab League Countries,ICE CREAM AND OTHER EDIBLE ICE,21050000
818,0,0,0,Other Country Groups,ICE CREAM AND OTHER EDIBLE ICE,21050000
819,0,0,2,Gulf Cooperation Council,POWDERS FOR MAKING TABLE CREAM,21069010
820,0,1,4,Other Arab League Countries,POWDERS FOR MAKING TABLE CREAM,21069010
821,0,0,1,Gulf Cooperation Council,POWDERS FOR MAKING TABLE JELLY,21069020
822,0,0,0,Other Country Groups,POWDERS FOR MAKING TABLE JELLY,21069020
823,0,0,1,Gulf Cooperation Council,DOUGHS WITH A BASIS OF SUGAR FOR FILLINGS,21069060
824,0,1,3,Other Arab League Countries,DOUGHS WITH A BASIS OF SUGAR FOR FILLINGS,21069060
825,0,0,1,Gulf Cooperation Council,ALL TYPES OF SWEETMEATS AND THE LIKE FOR DIABETICS,21069070
826,0,0,3,Gulf Cooperation Council,PREPARATIONS FOR MAKING LEMONADE OR OTHER SOFT DRINKS,21069092
827,0,0,0,Other Country Groups,PREPARATIONS FOR MAKING LEMONADE OR OTHER SOFT DRINKS,21069092
828,0,2,6,Other Arab League Countries,"PREPARATIONS, OFTEN REFERRED TO AS FOOD ADDITIVES",21069093
829,0,0,2,European Union,"PREPARATIONS, OFTEN REFERRED TO AS FOOD ADDITIVES",21069093
830,0,0,0,Other Country Groups,"PREPARATIONS, OFTEN REFERRED TO AS FOOD ADDITIVES",21069093
831,0,0,2,Gulf Cooperation Council,NATURAL HONEY RICH IN ROYAL JELLY,21069094
832,0,0,12,Other Arab League Countries,NATURAL HONEY RICH IN ROYAL JELLY,21069094
833,0,1,24,Islamic not Arabic countries,NATURAL HONEY RICH IN ROYAL JELLY,21069094
834,0,0,2,"Asian not Arabic ,not Islamic",NATURAL HONEY RICH IN ROYAL JELLY,21069094
835,0,0,3,North America,NATURAL HONEY RICH IN ROYAL JELLY,21069094
836,0,0,0,Other Country Groups,NATURAL HONEY RICH IN ROYAL JELLY,21069094
837,0,0,1,Gulf Cooperation Council,OTHER FOOD PREPARATIONS,21069099
838,0,0,2,Other Arab League Countries,OTHER FOOD PREPARATIONS,21069099
839,0,0,0,Other Country Groups,OTHER FOOD PREPARATIONS,21069099
840,0,1,5,Gulf Cooperation Council,"MINERAL WATERS, FLAVORED OR SWEETENED",22021010
841,0,14,42,Other Arab League Countries,"MINERAL WATERS, FLAVORED OR SWEETENED",22021010
842,0,1,3,"Asian not Arabic ,not Islamic","MINERAL WATERS, FLAVORED OR SWEETENED",22021010
843,0,0,1,Other Country Groups,"MINERAL WATERS, FLAVORED OR SWEETENED",22021010
844,0,2,4,Gulf Cooperation Council,AERATED LEMONADE DRINK,22021021
845,0,40,30,Other Arab League Countries,AERATED LEMONADE DRINK,22021021
846,0,0,0,Other Country Groups,AERATED LEMONADE DRINK,22021021
847,0,1,2,Gulf Cooperation Council,AERATED ORANGE DRINK,22021022
848,0,6,12,Other Arab League Countries,AERATED ORANGE DRINK,22021022
849,0,0,1,Islamic not Arabic countries,AERATED ORANGE DRINK,22021022
850,0,0,0,Other Country Groups,AERATED ORANGE DRINK,22021022
851,0,3,6,Gulf Cooperation Council,Aerated Cola Drink,22021023
852,0,23,61,Other Arab League Countries,Aerated Cola Drink,22021023
853,0,2,6,Islamic not Arabic countries,Aerated Cola Drink,22021023
854,0,1,2,"African not Arabic,not Islamic",Aerated Cola Drink,22021023
855,0,1,3,European Union,Aerated Cola Drink,22021023
856,0,0,0,Other Country Groups,Aerated Cola Drink,22021023
857,0,7,31,Gulf Cooperation Council,"Other Aerated waters, flavoured or sweetened",22021029
858,0,8,26,Other Arab League Countries,"Other Aerated waters, flavoured or sweetened",22021029
859,0,1,2,Islamic not Arabic countries,"Other Aerated waters, flavoured or sweetened",22021029
860,0,0,1,Other Country Groups,"Other Aerated waters, flavoured or sweetened",22021029
861,0,1,9,Gulf Cooperation Council,OTHER FLAVORED WATERS,22021090
862,0,8,25,Other Arab League Countries,OTHER FLAVORED WATERS,22021090
863,0,1,2,Islamic not Arabic countries,OTHER FLAVORED WATERS,22021090
864,0,0,1,"Asian not Arabic ,not Islamic",OTHER FLAVORED WATERS,22021090
865,0,0,2,North America,OTHER FLAVORED WATERS,22021090
866,0,0,1,European Union,OTHER FLAVORED WATERS,22021090
867,0,0,0,Other Country Groups,OTHER FLAVORED WATERS,22021090
868,0,1,3,Gulf Cooperation Council,"NON-ALCOHOLIC BEVERAGES, BASED UPON MILK",22029010
869,0,8,18,Other Arab League Countries,"NON-ALCOHOLIC BEVERAGES, BASED UPON MILK",22029010
870,0,0,3,"Asian not Arabic ,not Islamic","NON-ALCOHOLIC BEVERAGES, BASED UPON MILK",22029010
871,0,0,1,Other Country Groups,"NON-ALCOHOLIC BEVERAGES, BASED UPON MILK",22029010
872,0,1,1,Other Arab League Countries,"BEVERAGES, BASED UPON COCOA",22029020
873,0,0,0,Other Country Groups,"BEVERAGES, BASED UPON COCOA",22029020
874,0,1,6,Gulf Cooperation Council,"BEVERAGES NON GASEUS , SUGURED FRUIT FLAVORED",22029060
875,0,26,50,Other Arab League Countries,"BEVERAGES NON GASEUS , SUGURED FRUIT FLAVORED",22029060
876,0,0,1,Other Country Groups,"BEVERAGES NON GASEUS , SUGURED FRUIT FLAVORED",22029060
877,0,2,7,Gulf Cooperation Council,NON ALCOHOLIC BEER,22029070
878,0,6,17,Other Arab League Countries,NON ALCOHOLIC BEER,22029070
879,0,0,1,Other Country Groups,NON ALCOHOLIC BEER,22029070
880,0,4,14,Gulf Cooperation Council,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
881,0,64,140,Other Arab League Countries,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
882,0,1,3,Islamic not Arabic countries,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
883,0,0,1,"Asian not Arabic ,not Islamic",OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
884,0,0,2,North America,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
885,0,0,1,European Union,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
886,0,0,0,Other Country Groups,OTHER FLAVORED NON-ALCOHOLIC DRINKS,22029090
887,0,1,2,Gulf Cooperation Council,VINEGAR,22090010
888,0,1,2,Other Arab League Countries,VINEGAR,22090010
889,0,0,0,Other Country Groups,VINEGAR,22090010
890,0,4,15,Gulf Cooperation Council,FISH AND ORNAMENTAL BIRD FOOD,23099010
891,0,2,4,Other Arab League Countries,FISH AND ORNAMENTAL BIRD FOOD,23099010
892,0,10,19,Islamic not Arabic countries,FISH AND ORNAMENTAL BIRD FOOD,23099010
893,0,8,20,"Asian not Arabic ,not Islamic",FISH AND ORNAMENTAL BIRD FOOD,23099010
894,0,0,0,Other Country Groups,FISH AND ORNAMENTAL BIRD FOOD,23099010
895,0,13,25,Islamic not Arabic countries,POULTRY FOOD,23099020
896,0,22,38,"Asian not Arabic ,not Islamic",POULTRY FOOD,23099020
897,0,1,1,European Union,POULTRY FOOD,23099020
898,0,0,0,Other Country Groups,POULTRY FOOD,23099020
899,0,3,1,Gulf Cooperation Council,SALT STONES INCLUDING FOOD STUFFS .,23099031
900,0,0,0,Other Country Groups,SALT STONES INCLUDING FOOD STUFFS .,23099031
901,0,0,1,Gulf Cooperation Council,OTHER FODDERS FOR ANIMALS,23099039
902,0,0,1,Other Arab League Countries,OTHER FODDERS FOR ANIMALS,23099039
903,0,0,2,Other Arab League Countries,CONCENTRATED PREPARATIONS FOR THE FORAGE INDUSTRY,23099050
904,0,0,0,Other Country Groups,CONCENTRATED PREPARATIONS FOR THE FORAGE INDUSTRY,23099050
905,0,4,7,Gulf Cooperation Council,OTHER ANIMAL FEEDS,23099090
906,0,7,14,Other Arab League Countries,OTHER ANIMAL FEEDS,23099090
907,0,2,4,Islamic not Arabic countries,OTHER ANIMAL FEEDS,23099090
908,0,0,0,Other Country Groups,OTHER ANIMAL FEEDS,23099090
909,0,0,1,Other Arab League Countries,"TOBACCO DEPPIRTS/DEMMETS TON ,",24011000
910,0,0,1,Other Country Groups,"TOBACCO DEPPIRTS/DEMMETS TON ,",24011000
911,0,0,1,Gulf Cooperation Council,"TOBACCO  DEPPIRTS/DEMMETS YLLOHW RO YLTRAP ,",24012000
912,0,0,1,Islamic not Arabic countries,"TOBACCO  DEPPIRTS/DEMMETS YLLOHW RO YLTRAP ,",24012000
913,0,0,0,Other Country Groups,"TOBACCO  DEPPIRTS/DEMMETS YLLOHW RO YLTRAP ,",24012000
914,0,0,1,Other Arab League Countries,OTHER TOBACCO WASTE,24013090
915,160,0,2,Gulf Cooperation Council,CIGARETTES CONTAINING TOBACCO,24022000
916,0,0,1,European Union,CIGARETTES CONTAINING TOBACCO,24022000
917,0,0,3,Gulf Cooperation Council,WATER PIPE TOBACCO,24031100
918,0,0,1,Other Arab League Countries,WATER PIPE TOBACCO,24031100
919,0,0,0,Other Country Groups,WATER PIPE TOBACCO,24031100
920,0,6,4,Gulf Cooperation Council,COMMON SALT (TABLE SALT),25010010
921,0,1,1,Other Arab League Countries,COMMON SALT (TABLE SALT),25010010
922,0,0,0,Other Country Groups,COMMON SALT (TABLE SALT),25010010
923,0,177,38,Gulf Cooperation Council,DENATURED SALT UNFIT FOR HUMAN CONSUMPTION,25010020
924,0,6,3,Gulf Cooperation Council,OTHER SALTS OR SEA WATER,25010090
925,0,1,1,Other Arab League Countries,OTHER SALTS OR SEA WATER,25010090
926,0,0,0,Other Country Groups,OTHER SALTS OR SEA WATER,25010090
927,0,78,25,Other Arab League Countries,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
928,0,7,5,Islamic not Arabic countries,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
929,0,4,3,"Asian not Arabic ,not Islamic","SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
930,0,34,17,"African not Arabic,not Islamic","SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
931,0,3,2,Australia and Oceania,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
932,0,1,1,North America,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
933,0,1,1,Other Country Groups,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",25030000
934,0,865,132,Gulf Cooperation Council,SILICA SANDS AND QUARTZ SANDS,25051000
935,0,21,13,"Asian not Arabic ,not Islamic",SILICA SANDS AND QUARTZ SANDS,25051000
936,0,1,0,Other Country Groups,SILICA SANDS AND QUARTZ SANDS,25051000
937,0,2,2,Gulf Cooperation Council,BENTONITE,25081000
938,0,2,5,Gulf Cooperation Council,FIRE-CLAY,25083000
939,0,78,23,Gulf Cooperation Council,GROUND CHALK FOR CONSTRUCTION,25090010
940,0,45,6,Gulf Cooperation Council,OTHER CHALK,25090090
941,0,5,4,Gulf Cooperation Council,NATURAL BARIUM SULPHATE (BARYTES),25111000
942,0,7,8,Gulf Cooperation Council,EMERY,25132010
943,0,0,1,Other Arab League Countries,EMERY,25132010
944,0,17,7,Gulf Cooperation Council,CRUDE CALCINED DOLOMITE,25182010
945,0,4,6,Gulf Cooperation Council,SODIUM CHLORIDE PURE,25199010
946,0,9,15,"Asian not Arabic ,not Islamic",SODIUM CHLORIDE PURE,25199010
947,0,5,5,"African not Arabic,not Islamic",SODIUM CHLORIDE PURE,25199010
948,0,1,2,North America,SODIUM CHLORIDE PURE,25199010
949,0,21,34,European Union,SODIUM CHLORIDE PURE,25199010
950,0,2,3,Europe not European Union,SODIUM CHLORIDE PURE,25199010
951,0,0,1,Other Country Groups,SODIUM CHLORIDE PURE,25199010
952,0,9,2,Gulf Cooperation Council,GYPSUM,25201010
953,0,37,5,Other Arab League Countries,GYPSUM,25201010
954,0,7,2,Islamic not Arabic countries,GYPSUM,25201010
955,0,26,4,"Asian not Arabic ,not Islamic",GYPSUM,25201010
956,0,2,1,"African not Arabic,not Islamic",GYPSUM,25201010
957,0,6,1,Gulf Cooperation Council,OTHER PLASTERS,25202090
958,0,7,3,Other Arab League Countries,OTHER PLASTERS,25202090
959,0,1,0,Other Country Groups,OTHER PLASTERS,25202090
960,0,144,49,Gulf Cooperation Council,QUICKLIME,25221000
961,0,5,1,Other Arab League Countries,QUICKLIME,25221000
962,0,2,1,"African not Arabic,not Islamic",QUICKLIME,25221000
963,0,12,6,Gulf Cooperation Council,SLAKED LIME,25222000
964,0,13,4,Other Arab League Countries,SLAKED LIME,25222000
965,0,7,2,"African not Arabic,not Islamic",SLAKED LIME,25222000
966,0,1472,225,Other Arab League Countries,CEMENT CLINKERS,25231000
967,0,2305,285,Islamic not Arabic countries,CEMENT CLINKERS,25231000
968,0,97,14,"Asian not Arabic ,not Islamic",CEMENT CLINKERS,25231000
969,0,1465,165,"African not Arabic,not Islamic",CEMENT CLINKERS,25231000
970,0,0,0,Other Country Groups,CEMENT CLINKERS,25231000
971,0,1,1,Gulf Cooperation Council,WHITE PORTLAND CEMENT,25232100
972,0,86,10,Other Arab League Countries,WHITE PORTLAND CEMENT,25232100
973,0,50,10,Islamic not Arabic countries,WHITE PORTLAND CEMENT,25232100
974,0,31,4,"Asian not Arabic ,not Islamic",WHITE PORTLAND CEMENT,25232100
975,0,0,0,Other Country Groups,WHITE PORTLAND CEMENT,25232100
976,0,714,126,Gulf Cooperation Council, PORTLAND CEMENT,25232910
977,0,374,51,Other Arab League Countries, PORTLAND CEMENT,25232910
978,0,100,10,"African not Arabic,not Islamic", PORTLAND CEMENT,25232910
979,0,326,64,Gulf Cooperation Council,SULPHATE RESISTANT CEMENT,25232920
980,0,15,2,Other Arab League Countries,SULPHATE RESISTANT CEMENT,25232920
981,0,1,1,Gulf Cooperation Council,"TALC, CRUSHED",25262020
982,0,0,0,Other Country Groups,"TALC, CRUSHED",25262020
983,0,14,3,Gulf Cooperation Council,FELSPAR,25291000
984,0,7,37,Islamic not Arabic countries,COPPER ORES AND CONCENTRATES,26030000
985,0,259,1392,"Asian not Arabic ,not Islamic",COPPER ORES AND CONCENTRATES,26030000
986,0,35,93,"Asian not Arabic ,not Islamic",ZINC ORES AND CONCENTRATES,26080000
987,0,15,42,European Union,ZINC ORES AND CONCENTRATES,26080000
988,0,29,15,"Asian not Arabic ,not Islamic","SLAG, DROSS AND OTHER IRON AND STEEL WASTE",26190000
989,0,5,0,Other Country Groups,"SLAG, DROSS AND OTHER IRON AND STEEL WASTE",26190000
990,0,3,118,European Union,OTHER DEPOSITS CONTAINING GASLINE,26202900
991,0,0,0,Other Country Groups,OTHER DEPOSITS CONTAINING GASLINE,26202900
992,0,0,10,European Union,OTHER ASHES AND REMAINS FROM BURNING THE GARBAGE,26219000
993,0,0,0,Other Country Groups,OTHER ASHES AND REMAINS FROM BURNING THE GARBAGE,26219000
994,0,19,39,"Asian not Arabic ,not Islamic",BENZOLE,27071000
995,0,10,23,North America,BENZOLE,27071000
996,0,30,65,European Union,BENZOLE,27071000
997,0,73,236,Islamic not Arabic countries,XYLOLE,27073000
998,0,324,1053,"Asian not Arabic ,not Islamic",XYLOLE,27073000
999,0,40,130,North America,XYLOLE,27073000
1000,0,15,49,European Union,XYLOLE,27073000
1001,0,192,387,Gulf Cooperation Council,OTHER AROMATIC HYDROCARBON MIXTURES,27075000
1002,0,225,171,Gulf Cooperation Council,OTHER OILS AND PRODUCTS FROM COAL TARS,27079900
1003,0,11161,20167,Gulf Cooperation Council,CRUDE PETROLEUM OILS,27090000
1004,0,5313,9543,Other Arab League Countries,CRUDE PETROLEUM OILS,27090000
1005,0,14276,25677,Islamic not Arabic countries,CRUDE PETROLEUM OILS,27090000
1006,0,244732,439919,"Asian not Arabic ,not Islamic",CRUDE PETROLEUM OILS,27090000
1007,0,5661,9977,"African not Arabic,not Islamic",CRUDE PETROLEUM OILS,27090000
1008,0,208,349,Australia and Oceania,CRUDE PETROLEUM OILS,27090000
1009,0,28044,48902,North America,CRUDE PETROLEUM OILS,27090000
1010,0,3315,5759,South America,CRUDE PETROLEUM OILS,27090000
1011,0,37820,65571,European Union,CRUDE PETROLEUM OILS,27090000
1012,0,770,1443,"Asian not Arabic ,not Islamic",LIGHT NAPHTHA,27101111
1013,0,75,139,"African not Arabic,not Islamic",LIGHT NAPHTHA,27101111
1014,0,145,275,Gulf Cooperation Council,FULL WHOLE NAPHTHA,27101112
